hostgene_chrom,hostgene_TxStarts,hostgene_TxEnds,hostgene_cdsStart,hostgene_cdsEnd,hostgene_strand,hostgene_Name,hostgene_NCBI_ID,miR_chrom,miR_exonStarts,miR_exonEnds,miR_type,miR_name,miR_strand,gene_type,pre_mRNA_length
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50009722,50009805,miRNA_primary_transcript,hsa-mir-501,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50010672,50010750,miRNA_primary_transcript,hsa-mir-500b,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50013241,50013337,miRNA_primary_transcript,hsa-mir-660,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50014598,50014683,miRNA_primary_transcript,hsa-mir-502,+,protein-coding gene,119946.0
chrX,53176276,53225207,53176580,53224889,-,KDM5C,NM_001353981.2,chrX,53195411,53195488,miRNA_primary_transcript,hsa-mir-6895,-,protein-coding gene,48931.0
chrX,53176276,53225207,53176580,53224889,-,KDM5C,NM_001353981.2,chrX,53198889,53198945,miRNA_primary_transcript,hsa-mir-6894,-,protein-coding gene,48931.0
chrX,53532095,53680089,53533308,53654107,-,HUWE1,XM_047441716.1,chrX,53556223,53556341,miRNA_primary_transcript,hsa-mir-98,-,protein-coding gene,147994.0
chrX,53532095,53680089,53533308,53654107,-,HUWE1,XM_047441716.1,chrX,53557192,53557274,miRNA_primary_transcript,hsa-let-7f-2,-,protein-coding gene,147994.0
chrX,69616112,70035046,69616308,70034200,+,EDA,XM_011530885.3,chrX,70022857,70022923,miRNA_primary_transcript,hsa-mir-676,+,protein-coding gene,418934.0
chrX,74028135,74293574,74293574,74293574,-,FTX,NR_028379.1,chrX,74218377,74218461,miRNA_primary_transcript,hsa-mir-421,-,non-coding gene,265439.0
chrX,74028135,74293574,74293574,74293574,-,FTX,NR_028379.1,chrX,74218547,74218618,miRNA_primary_transcript,hsa-mir-374b,-,non-coding gene,265439.0
chrX,74028135,74293574,74293574,74293574,-,FTX,NR_028379.1,chrX,74287104,74287209,miRNA_primary_transcript,hsa-mir-545,-,non-coding gene,265439.0
chrX,74028135,74293574,74293574,74293574,-,FTX,NR_028379.1,chrX,74287286,74287357,miRNA_primary_transcript,hsa-mir-374a,-,non-coding gene,265439.0
chrX,76657797,77014532,77014532,77014532,-,MIR325HG,NR_110402.2,chrX,76919273,76919360,miRNA_primary_transcript,hsa-mir-384,-,non-coding gene,356735.0
chrX,76657797,77014532,77014532,77014532,-,MIR325HG,NR_110402.2,chrX,77005404,77005501,miRNA_primary_transcript,hsa-mir-325,-,non-coding gene,356735.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114639435,114639519,miRNA_primary_transcript,hsa-mir-764,+,protein-coding gene,325976.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114651544,114651623,miRNA_primary_transcript,hsa-mir-1912,+,protein-coding gene,325976.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114652655,114652723,miRNA_primary_transcript,hsa-mir-1264,+,protein-coding gene,325976.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114715233,114715344,miRNA_primary_transcript,hsa-mir-1298,+,protein-coding gene,325976.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114763184,114763263,miRNA_primary_transcript,hsa-mir-1911,+,protein-coding gene,325976.0
chrX,114584085,114910061,114726936,114906880,+,HTR2C,NM_001256761.3,chrX,114823454,114823564,miRNA_primary_transcript,hsa-mir-448,+,protein-coding gene,325976.0
chrX,118346072,118449961,118346503,118448987,+,WDR44,NM_001184966.1,chrX,118386394,118386471,miRNA_primary_transcript,hsa-mir-1277,+,protein-coding gene,103889.0
chrX,119615723,119693168,119616503,119693105,-,SEPTIN6,XM_011531317.4,chrX,119646738,119646848,miRNA_primary_transcript,hsa-mir-766,-,protein-coding gene,77445.0
chrX,138614726,138711717,138632849,138711003,-,FGF13,NM_004114.5,chrX,138667711,138667793,miRNA_primary_transcript,hsa-mir-504,-,protein-coding gene,96991.0
chrX,139726347,139933053,139732435,139932042,-,ATP11C,NM_001353811.2,chrX,139924148,139924231,miRNA_primary_transcript,hsa-mir-505,-,protein-coding gene,206706.0
chrX,152166233,152451315,152168227,152364570,-,GABRA3,NM_000808.4,chrX,152392219,152392299,miRNA_primary_transcript,hsa-mir-105-1,-,protein-coding gene,285082.0
chrX,152166233,152451315,152168227,152364570,-,GABRA3,NM_000808.4,chrX,152393421,152393529,miRNA_primary_transcript,hsa-mir-767,-,protein-coding gene,285082.0
chrX,152166233,152451315,152168227,152364570,-,GABRA3,NM_000808.4,chrX,152394412,152394492,miRNA_primary_transcript,hsa-mir-105-2,-,protein-coding gene,285082.0
chrX,53374148,53422654,53380102,53422600,-,SMC1A,NM_006306.4,chrX,53405673,53405765,miRNA_primary_transcript,hsa-mir-6857,-,protein-coding gene,48506.0
chrX,106611977,106640634,106612080,106640559,+,RADX,XM_047442233.1,chrX,106639814,106639896,miRNA_primary_transcript,hsa-mir-548an,+,protein-coding gene,28657.0
chrX,112774876,112819438,112778566,112815522,-,AMOT,XM_005262090.1,chrX,112780718,112780788,miRNA_primary_transcript,hsa-mir-4329,-,protein-coding gene,44562.0
chrX,134543376,134546630,134546630,134546630,-,MIR503HG,NR_024607.1,chrX,134546328,134546398,miRNA_primary_transcript,hsa-mir-503,-,non-coding gene,3254.0
chrX,136532214,136556799,136536020,136556539,+,VGLL1,NM_016267.4,chrX,136550878,136550960,miRNA_primary_transcript,hsa-mir-934,+,protein-coding gene,24585.0
chrX,147282384,147286602,147286602,147286602,-,LOC101928863,XR_001755997.2,chrX,147284641,147284728,miRNA_primary_transcript,hsa-mir-514a-3,-,non-coding gene,4218.0
chrX,151953123,151961270,151954700,151959956,-,GABRE,XM_011531140.3,chrX,151958578,151958658,miRNA_primary_transcript,hsa-mir-224,-,protein-coding gene,8147.0
chrX,151953123,151961270,151954700,151959956,-,GABRE,XM_011531140.3,chrX,151959628,151959712,miRNA_primary_transcript,hsa-mir-452,-,protein-coding gene,8147.0
chrX,153334152,153352926,153336679,153347773,+,ZNF275,NM_001080485.4,chrX,153335462,153335537,miRNA_primary_transcript,hsa-mir-12129,+,protein-coding gene,18774.0
chrX,153972753,153983194,153982062,153982848,+,TMEM187,NM_003492.3,chrX,153981097,153981177,miRNA_primary_transcript,hsa-mir-3202-1,+,protein-coding gene,10441.0
chrX,154444140,154450654,154444235,154450432,+,FAM50A,NM_004699.4,chrX,154450320,154450386,miRNA_primary_transcript,hsa-mir-6858,+,protein-coding gene,6514.0
chr10,65912522,67665660,65920329,67647513,-,CTNNA3,XM_017016151.2,chr10,67403351,67403410,miRNA_primary_transcript,hsa-mir-7151,-,protein-coding gene,1753138.0
chr10,75431623,76560168,75431724,76557288,+,LRMDA,NM_001305581.2,chr10,75552458,75552553,miRNA_primary_transcript,hsa-mir-606,+,protein-coding gene,1128545.0
chr10,6144920,6326637,6144997,6326563,+,PFKFB3,XM_047425341.1,chr10,6152196,6152277,miRNA_primary_transcript,hsa-mir-3155a,+,protein-coding gene,181717.0
chr10,12349546,12826464,12349818,12825725,+,CAMK1D,NM_020397.4,chr10,12578753,12578823,miRNA_primary_transcript,hsa-mir-4480,+,protein-coding gene,476918.0
chr10,17809347,17911164,17809465,17910465,+,MRC1,NM_002438.4,chr10,17845107,17845193,miRNA_primary_transcript,hsa-mir-511,+,protein-coding gene,101817.0
chr10,23694726,24547843,24219795,24546324,+,KIAA1217,NM_001098500.3,chr10,24275685,24275781,miRNA_primary_transcript,hsa-mir-603,+,protein-coding gene,853117.0
chr10,28050992,28335203,28054064,28238604,-,MPP7,XM_047424647.1,chr10,28289258,28289350,miRNA_primary_transcript,hsa-mir-8086,-,protein-coding gene,284211.0
chr10,50990887,52298350,50991378,52293900,+,PRKG1,NM_001098512.3,chr10,51299573,51299655,miRNA_primary_transcript,hsa-mir-605,+,protein-coding gene,1307463.0
chr10,53802770,54801231,53806578,54664262,-,PCDH15,NM_001142771.2,chr10,54607874,54607957,miRNA_primary_transcript,hsa-mir-548f-1,-,protein-coding gene,998461.0
chr10,85599551,86366795,85602272,86366392,-,GRID1,NM_017551.3,chr10,86264694,86264788,miRNA_primary_transcript,hsa-mir-346,-,protein-coding gene,767244.0
chr10,98457076,99144308,98459573,98721808,-,HPSE2,XM_047425616.1,chr10,98924499,98924568,miRNA_primary_transcript,hsa-mir-6507,-,protein-coding gene,687232.0
chr10,21492657,21497260,21497260,21497260,-,MIR1915HG,NR_160800.1,chr10,21496562,21496641,miRNA_primary_transcript,hsa-mir-1915,-,non-coding gene,4603.0
chr10,29457337,29634971,29458246,29555058,-,SVIL,NM_021738.3,chr10,29545004,29545097,miRNA_primary_transcript,hsa-mir-604,-,protein-coding gene,177634.0
chr10,29457337,29634971,29458246,29555058,-,SVIL,NM_021738.3,chr10,29602264,29602346,miRNA_primary_transcript,hsa-mir-938,-,protein-coding gene,177634.0
chr10,63167224,63419829,63168044,63219884,-,JMJD1C,XM_017015898.2,chr10,63372957,63373048,miRNA_primary_transcript,hsa-mir-1296,-,protein-coding gene,252605.0
chr10,71396919,71815947,71439831,71815278,+,CDH23,NM_022124.6,chr10,71790747,71790800,miRNA_primary_transcript,hsa-mir-7152,+,protein-coding gene,419028.0
chr10,72692142,72887694,72692151,72885822,+,MCU,NM_138357.3,chr10,72721029,72721100,miRNA_primary_transcript,hsa-mir-4676,+,protein-coding gene,195552.0
chr10,95753205,96090235,96090235,96090235,-,ENTPD1-AS1,NR_038444.1,chr10,96064315,96064399,miRNA_primary_transcript,hsa-mir-3157,-,non-coding gene,337030.0
chr10,97864999,98030621,97865547,98030472,-,CRTAC1,NM_018058.7,chr10,97875813,97875897,miRNA_primary_transcript,hsa-mir-3085,-,protein-coding gene,165622.0
chr10,98413947,98446935,98446935,98446935,-,HPS1,XR_001747098.2,chr10,98431292,98431360,miRNA_primary_transcript,hsa-mir-4685,-,non-coding gene,32988.0
chr10,104129887,104232364,104130138,104232246,-,CFAP43,NM_025145.7,chr10,104218789,104218883,miRNA_primary_transcript,hsa-mir-609,-,protein-coding gene,102477.0
chr10,116671191,116849722,116674780,116835022,-,HSPA12A,XM_011539579.3,chr10,116827488,116827568,miRNA_primary_transcript,hsa-mir-9851,-,protein-coding gene,178531.0
chr10,119207570,119459745,119207917,119455067,+,GRK5,NM_005308.3,chr10,119377972,119378043,miRNA_primary_transcript,hsa-mir-4681,+,protein-coding gene,252175.0
chr10,122374707,122432345,122393200,122429938,+,PLEKHA1,NM_001001974.4,chr10,122416965,122417067,miRNA_primary_transcript,hsa-mir-3941,+,protein-coding gene,57638.0
chr10,124984316,125049315,124989517,125039054,-,CTBP2,XM_047424678.1,chr10,125032783,125032870,miRNA_primary_transcript,hsa-mir-4296,-,protein-coding gene,64999.0
chr10,129835232,129942852,129837942,129942835,-,EBF3,XM_011539575.3,chr10,129843299,129843374,miRNA_primary_transcript,hsa-mir-4297,-,protein-coding gene,107620.0
chr10,35008550,35090341,35010310,35071317,-,CUL2,XM_011519747.2,chr10,35079598,35079680,miRNA_primary_transcript,hsa-mir-3611,-,protein-coding gene,81791.0
chr10,45154661,45186041,45186041,45186041,+,ANKRD30BP3,NR_033891.1,chr10,45164014,45164088,miRNA_primary_transcript,hsa-mir-3156-1,+,non-coding gene,31380.0
chr10,89579494,89626314,89584405,89626208,-,PANK1,XM_017016336.2,chr10,89592747,89592827,miRNA_primary_transcript,hsa-mir-107,-,protein-coding gene,46820.0
chr10,100969503,100985616,100972912,100984131,+,SEMA4G,NM_001393925.1,chr10,100974985,100975084,miRNA_primary_transcript,hsa-mir-608,+,protein-coding gene,16113.0
chr10,101588320,101609662,101588336,101609471,+,DPCD,NM_001329743.2,chr10,101601417,101601497,miRNA_primary_transcript,hsa-mir-3158-1,+,protein-coding gene,21342.0
chr10,104248332,104268917,104268917,104268917,-,LOC124902497,XR_007062284.1,chr10,104268336,104268405,miRNA_primary_transcript,hsa-mir-4482,-,non-coding gene,20585.0
chr10,110919369,111013665,110964358,111011818,+,SHOC2,NM_001324336.2,chr10,110988926,110989013,miRNA_primary_transcript,hsa-mir-548e,+,protein-coding gene,94296.0
chr10,112283399,112305038,112283734,112303312,+,TECTB,NM_058222.3,chr10,112299612,112299690,miRNA_primary_transcript,hsa-mir-6715a,+,protein-coding gene,21639.0
chr10,117153520,117169055,117169055,117169055,-,MIR3663HG,NR_121651.1,chr10,117167678,117167774,miRNA_primary_transcript,hsa-mir-3663,-,non-coding gene,15535.0
chr10,133362484,133373354,133362867,133373333,-,ECHS1,NM_004092.4,chr10,133371556,133371663,miRNA_primary_transcript,hsa-mir-3944,-,protein-coding gene,10870.0
chr11,19345235,20121601,19350952,20118258,+,NAV2,XM_047427831.1,chr11,19575310,19575372,miRNA_primary_transcript,hsa-mir-4486,+,protein-coding gene,776366.0
chr11,47177521,47186434,47177930,47182802,-,PACSIN3,XM_047426854.1,chr11,47179611,47179737,miRNA_primary_transcript,hsa-mir-6745,-,protein-coding gene,8913.0
chr11,126423357,127000435,126424579,127000352,-,KIRREL3,XM_011543030.4,chr11,126988458,126988542,miRNA_primary_transcript,hsa-mir-3167,-,protein-coding gene,577078.0
chr11,9019475,9091599,9021044,9091528,-,SCUBE2,NM_001367977.2,chr11,9090312,9090379,miRNA_primary_transcript,hsa-mir-5691,-,protein-coding gene,72124.0
chr11,12110589,12208369,12162155,12208150,+,MICAL2,NM_001282668.2,chr11,12163683,12163767,miRNA_primary_transcript,hsa-mir-6124,+,protein-coding gene,97780.0
chr11,35944061,36232136,35944098,36229397,+,LDLRAD3,NM_001304263.2,chr11,36010098,36010204,miRNA_primary_transcript,hsa-mir-3973,+,protein-coding gene,288075.0
chr11,43556720,43856615,43754060,43855248,+,HSD17B12,XM_047427074.1,chr11,43559656,43559753,miRNA_primary_transcript,hsa-mir-670,+,protein-coding gene,299895.0
chr11,46396411,46591364,46397449,46548380,-,AMBRA1,NM_017749.3,chr11,46451805,46451889,miRNA_primary_transcript,hsa-mir-3160-1,-,protein-coding gene,194953.0
chr11,46743047,46846280,46744022,46821231,-,CKAP5,NM_001008938.4,chr11,46753125,46753192,miRNA_primary_transcript,hsa-mir-5582,-,protein-coding gene,103233.0
chr11,47980558,48132720,47980912,48131515,+,PTPRJ,NM_001098503.2,chr11,48096782,48096858,miRNA_primary_transcript,hsa-mir-3161,+,protein-coding gene,152162.0
chr11,69048931,69090597,69048997,69087953,+,TPCN2,NM_139075.4,chr11,69083176,69083258,miRNA_primary_transcript,hsa-mir-3164,+,protein-coding gene,41666.0
chr11,70467853,70911975,70472868,70820500,-,SHANK2,XM_047426622.1,chr11,70872270,70872368,miRNA_primary_transcript,hsa-mir-3664,-,protein-coding gene,444122.0
chr11,72576140,72636131,72577383,72636058,-,PDE2A,XM_005274040.4,chr11,72615063,72615130,miRNA_primary_transcript,hsa-mir-139,-,protein-coding gene,59991.0
chr11,74696428,74731426,74696497,74730888,-,CHRDL2,NM_015424.6,chr11,74720268,74720337,miRNA_primary_transcript,hsa-mir-4696,-,protein-coding gene,34998.0
chr11,78652828,79441030,78658057,79069944,-,TENM4,NM_001098816.3,chr11,79402022,79402109,miRNA_primary_transcript,hsa-mir-708,-,protein-coding gene,788202.0
chr11,78652828,79441030,78658057,79069944,-,TENM4,NM_001098816.3,chr11,79422169,79422226,miRNA_primary_transcript,hsa-mir-5579,-,protein-coding gene,788202.0
chr11,81879850,82403913,82403913,82403913,-,MIR4300HG,NR_120571.1,chr11,81890741,81890836,miRNA_primary_transcript,hsa-mir-4300,-,non-coding gene,524063.0
chr11,86244752,86278810,86245229,86278525,+,EED,NM_001330334.2,chr11,86278333,86278398,miRNA_primary_transcript,hsa-mir-6755,+,protein-coding gene,34058.0
chr11,94415569,94512412,94420124,94492801,-,MRE11,XM_011542837.3,chr11,94466495,94466580,miRNA_primary_transcript,hsa-mir-548l,-,protein-coding gene,96843.0
chr11,101451563,101583267,101452954,101504710,-,TRPC6,XM_047427511.1,chr11,101519820,101519905,miRNA_primary_transcript,hsa-mir-3920,-,protein-coding gene,131704.0
chr11,122089102,122180632,122180632,122180632,-,MIR100HG,NR_137183.1,chr11,122099757,122099844,miRNA_primary_transcript,hsa-mir-125b-1,-,non-coding gene,91530.0
chr11,122089102,122180632,122180632,122180632,-,MIR100HG,NR_137183.1,chr11,122146522,122146593,miRNA_primary_transcript,hsa-let-7a-2,-,non-coding gene,91530.0
chr11,122089102,122180632,122180632,122180632,-,MIR100HG,NR_137183.1,chr11,122152103,122152156,miRNA_primary_transcript,hsa-mir-10526,-,non-coding gene,91530.0
chr11,122089102,122180632,122180632,122180632,-,MIR100HG,NR_137183.1,chr11,122152229,122152308,miRNA_primary_transcript,hsa-mir-100,-,non-coding gene,91530.0
chr11,207707,215113,208854,214350,+,RIC8A,NM_001286134.2,chr11,209336,209406,miRNA_primary_transcript,hsa-mir-6743,+,protein-coding gene,7406.0
chr11,565656,568457,568457,568457,-,MIR210HG,NR_038262.1,chr11,568089,568198,miRNA_primary_transcript,hsa-mir-210,-,non-coding gene,2801.0
chr11,1223065,1262172,1223123,1261608,+,MUC5B,NM_002458.3,chr11,1256605,1256670,miRNA_primary_transcript,hsa-mir-6744,+,protein-coding gene,39107.0
chr11,2129116,2137288,2132986,2135523,-,IGF2,NM_001291861.3,chr11,2134134,2134209,miRNA_primary_transcript,hsa-mir-483,-,protein-coding gene,8172.0
chr11,34915919,34996128,34931423,34995172,+,PDHX,XM_011520390.2,chr11,34941837,34941920,miRNA_primary_transcript,hsa-mir-1343,+,protein-coding gene,80209.0
chr11,46332925,46380551,46333275,46379947,+,DGKZ,NM_201532.3,chr11,46376402,46376484,miRNA_primary_transcript,hsa-mir-4688,+,protein-coding gene,47626.0
chr11,57638375,57652901,57652901,57652901,+,MIR130AHG,NR_186232.1,chr11,57641198,57641286,miRNA_primary_transcript,hsa-mir-130a,+,non-coding gene,14526.0
chr11,59574397,59615774,59576576,59615664,-,OSBP,NM_002556.3,chr11,59595077,59595158,miRNA_primary_transcript,hsa-mir-3162,-,protein-coding gene,41377.0
chr11,60200269,60243137,60201542,60230055,-,MS4A4E,NM_001393391.1,chr11,60209071,60209156,miRNA_primary_transcript,hsa-mir-6503,-,protein-coding gene,42868.0
chr11,61873525,61886759,61873813,61879461,-,FADS3,XM_047426936.1,chr11,61878216,61878278,miRNA_primary_transcript,hsa-mir-6746,-,protein-coding gene,13234.0
chr11,62559595,62573891,62559678,62573842,-,EEF1G,NM_001404.5,chr11,62567011,62567071,miRNA_primary_transcript,hsa-mir-6747,-,protein-coding gene,14296.0
chr11,62787401,62790400,62787431,62790047,+,TMEM179B,NM_001363600.1,chr11,62789815,62789885,miRNA_primary_transcript,hsa-mir-6748,+,protein-coding gene,2999.0
chr11,62792129,62805084,62792475,62804157,-,NXF1,XM_047426245.1,chr11,62792702,62792771,miRNA_primary_transcript,hsa-mir-6514,-,protein-coding gene,12955.0
chr11,64359161,64372215,64360224,64371480,+,RPS6KA4,NM_001318361.2,chr11,64368602,64368703,miRNA_primary_transcript,hsa-mir-1237,+,protein-coding gene,13054.0
chr11,64894545,64917209,64894972,64917135,-,ATG2A,XM_011544863.3,chr11,64898363,64898437,miRNA_primary_transcript,hsa-mir-6750,-,protein-coding gene,22664.0
chr11,64894545,64917209,64894972,64917135,-,ATG2A,XM_011544863.3,chr11,64902387,64902455,miRNA_primary_transcript,hsa-mir-6749,-,protein-coding gene,22664.0
chr11,65014159,65022184,65014207,65021855,+,ARL2,NM_001199745.2,chr11,65018505,65018570,miRNA_primary_transcript,hsa-mir-6879,+,protein-coding gene,8025.0
chr11,65127278,65134519,65128344,65133601,-,SYVN1,XM_047427711.1,chr11,65129916,65129978,miRNA_primary_transcript,hsa-mir-6751,-,protein-coding gene,7241.0
chr11,65615775,65637439,65616311,65636978,+,PCNX3,XM_047426938.1,chr11,65636310,65636369,miRNA_primary_transcript,hsa-mir-4690,+,protein-coding gene,21664.0
chr11,65638100,65650912,65640921,65650715,+,SIPA1,NM_006747.4,chr11,65649192,65649253,miRNA_primary_transcript,hsa-mir-4489,+,protein-coding gene,12812.0
chr11,66848419,66958383,66848898,66872159,-,PC,XM_017017868.2,chr11,66934434,66934506,miRNA_primary_transcript,hsa-mir-3163,-,protein-coding gene,109964.0
chr11,67006770,67050863,67010957,67048757,+,SYT12,XM_011545346.4,chr11,67045643,67045708,miRNA_primary_transcript,hsa-mir-6860,+,protein-coding gene,44093.0
chr11,67483025,67491103,67483158,67490860,+,AIP,NM_001302960.2,chr11,67490245,67490315,miRNA_primary_transcript,hsa-mir-6752,+,protein-coding gene,8078.0
chr11,68030680,68036644,68032151,68036593,+,NDUFS8,NM_002496.4,chr11,68032864,68032922,miRNA_primary_transcript,hsa-mir-7113,+,protein-coding gene,5964.0
chr11,68030680,68036644,68032151,68036593,+,NDUFS8,NM_002496.4,chr11,68033897,68033981,miRNA_primary_transcript,hsa-mir-4691,+,protein-coding gene,5964.0
chr11,68039024,68047972,68041271,68047884,+,TCIRG1,XM_047426243.1,chr11,68044794,68044957,miRNA_primary_transcript,hsa-mir-6753,+,protein-coding gene,8948.0
chr11,70270689,70378471,70272172,70378203,+,PPFIA1,NM_177423.3,chr11,70283955,70284070,miRNA_primary_transcript,hsa-mir-548k,+,protein-coding gene,107782.0
chr11,71453202,71501816,71453296,71501352,+,NADSYN1,NM_018161.5,chr11,71473503,71473568,miRNA_primary_transcript,hsa-mir-6754,+,protein-coding gene,48614.0
chr11,72002863,72080542,72003526,72035943,-,NUMA1,XM_011545059.3,chr11,72072228,72072302,miRNA_primary_transcript,hsa-mir-3165,-,protein-coding gene,77679.0
chr11,75260121,75351661,75266162,75351607,-,ARRB1,XM_017017752.3,chr11,75335092,75335186,miRNA_primary_transcript,hsa-mir-326,-,protein-coding gene,91540.0
chr11,93730193,93741495,93741495,93741495,-,TAF1D,NR_146090.2,chr11,93733674,93733764,miRNA_primary_transcript,hsa-mir-1304,-,non-coding gene,11302.0
chr11,113409604,113474708,113410726,113424651,-,DRD2,XM_047426511.1,chr11,113450023,113450088,miRNA_primary_transcript,hsa-mir-4301,-,protein-coding gene,65104.0
chr11,119308528,119317130,119309885,119317101,-,MCAM,NM_006500.3,chr11,119312950,119313012,miRNA_primary_transcript,hsa-mir-6756,-,protein-coding gene,8602.0
chr12,47079620,47236660,47235063,47236362,+,PCED1B,XM_047429871.1,chr12,47187812,47187891,miRNA_primary_transcript,hsa-mir-4698,+,protein-coding gene,157040.0
chr12,85955666,86839000,85979288,85989546,-,MGAT4C,NM_001351285.2,chr12,86745068,86745149,miRNA_primary_transcript,hsa-mir-3059,-,protein-coding gene,883334.0
chr12,97462803,97533765,97533765,97533765,+,RMST,NR_186093.1,chr12,97491909,97491978,miRNA_primary_transcript,hsa-mir-1251,+,non-coding gene,70962.0
chr12,97462803,97565035,97565035,97565035,+,RMST,NR_186099.1,chr12,97563812,97563911,miRNA_primary_transcript,hsa-mir-135a-2,+,non-coding gene,102232.0
chr12,111034164,111350554,111034177,111348325,+,CUX2,NM_015267.4,chr12,111304142,111304209,miRNA_primary_transcript,hsa-mir-6760,+,protein-coding gene,316390.0
chr12,113221463,113298585,113226852,113296076,+,TPCN1,XM_047429011.1,chr12,113291523,113291608,miRNA_primary_transcript,hsa-mir-6762,+,protein-coding gene,77122.0
chr12,17657279,17695795,17695795,17695795,+,LOC124902889,XR_007063232.1,chr12,17673299,17673394,miRNA_primary_transcript,hsa-mir-3974,+,non-coding gene,38516.0
chr12,50175787,50249935,50177063,50248751,-,LIMA1,NM_001394886.1,chr12,50234142,50234212,miRNA_primary_transcript,hsa-mir-1293,-,protein-coding gene,74148.0
chr12,57128482,57213361,57128964,57212555,+,LRP1,NM_002332.3,chr12,57194504,57194576,miRNA_primary_transcript,hsa-mir-1228,+,protein-coding gene,84879.0
chr12,64506963,64691579,64507052,64691523,+,RASSF3,XM_047428712.1,chr12,64622509,64622605,miRNA_primary_transcript,hsa-mir-548c,+,protein-coding gene,184616.0
chr12,78863981,79452008,79217519,79449124,+,SYT1,NM_001135805.2,chr12,79419257,79419321,miRNA_primary_transcript,hsa-mir-1252,+,protein-coding gene,588027.0
chr12,80792519,80937707,80811464,80848310,-,LIN7A,NM_001324423.2,chr12,80832533,80832629,miRNA_primary_transcript,hsa-mir-617,-,protein-coding gene,145188.0
chr12,80792519,80937707,80811464,80848310,-,LIN7A,NM_001324423.2,chr12,80935736,80935833,miRNA_primary_transcript,hsa-mir-618,-,protein-coding gene,145188.0
chr12,81077870,81261210,81109572,81254922,+,ACSS3,XM_047429549.1,chr12,81158388,81158461,miRNA_primary_transcript,hsa-mir-4699,+,protein-coding gene,183340.0
chr12,104456947,104762014,104756981,104757803,+,CHST11,XM_047428915.1,chr12,104591633,104591716,miRNA_primary_transcript,hsa-mir-3922,+,protein-coding gene,305067.0
chr12,108778190,108857294,108787987,108852896,-,SSH1,XM_005268984.5,chr12,108836908,108837006,miRNA_primary_transcript,hsa-mir-619,-,protein-coding gene,79104.0
chr12,111766932,111817532,111766982,111809575,+,ALDH2,NM_001204889.2,chr12,111799834,111799905,miRNA_primary_transcript,hsa-mir-6761,+,protein-coding gene,50600.0
chr12,112026688,112090814,112029530,112081128,-,NAA25,XM_047429557.1,chr12,112037599,112037715,miRNA_primary_transcript,hsa-mir-3657,-,protein-coding gene,64126.0
chr12,115958575,116250024,115961265,116096745,-,MED13L,XM_047428609.1,chr12,116148560,116148654,miRNA_primary_transcript,hsa-mir-620,-,protein-coding gene,291449.0
chr12,120127201,120194715,120127848,120194697,-,GCN1,NM_006836.2,chr12,120155434,120155499,miRNA_primary_transcript,hsa-mir-4498,-,protein-coding gene,67514.0
chr12,122983479,123105516,122986026,123034590,-,PITPNM2,XM_024449099.2,chr12,123010667,123010728,miRNA_primary_transcript,hsa-mir-4304,-,protein-coding gene,122037.0
chr12,124324414,124567612,124325401,124495251,-,NCOR2,NM_006312.6,chr12,124337181,124337242,miRNA_primary_transcript,hsa-mir-6880,-,protein-coding gene,243198.0
chr12,128267169,128705077,128267402,128704723,+,TMEM132C,XM_047429886.1,chr12,128294092,128294178,miRNA_primary_transcript,hsa-mir-3612,+,protein-coding gene,437908.0
chr12,132490150,132585188,132490570,132583778,+,FBRSL1,XM_011534804.4,chr12,132581997,132582061,miRNA_primary_transcript,hsa-mir-6763,+,protein-coding gene,95038.0
chr12,6963244,6964447,6964447,6964447,+,MIR200CHG,NR_135032.1,chr12,6963699,6963766,miRNA_primary_transcript,hsa-mir-200c,+,non-coding gene,1203.0
chr12,6963244,6964447,6964447,6964447,+,MIR200CHG,NR_135032.1,chr12,6964097,6964191,miRNA_primary_transcript,hsa-mir-141,+,non-coding gene,1203.0
chr12,12725916,12791466,12726000,12787652,+,APOLD1,NM_001130415.2,chr12,12764649,12764743,miRNA_primary_transcript,hsa-mir-613,+,protein-coding gene,65550.0
chr12,42312085,42326094,42313066,42324102,-,ZCRB1,NM_033114.4,chr12,42323700,42323859,miRNA_primary_transcript,hsa-mir-7851,-,protein-coding gene,14009.0
chr12,48105352,48146404,48122850,48145708,+,PFKM,NM_001354747.2,chr12,48132797,48132867,miRNA_primary_transcript,hsa-mir-6505,+,protein-coding gene,41052.0
chr12,48766193,48784129,48768590,48783434,-,ADCY6,XM_017018743.2,chr12,48771975,48772037,miRNA_primary_transcript,hsa-mir-4701,-,protein-coding gene,17936.0
